Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
32,non-binary,79242,doctorate,6,skiing,1300,suburban,145,60,winter,1,0,0
32,male,83478,master,4,skiing,2840,suburban,118,195,winter,0,0,1
65,non-binary,55406,master,8,sunbathing,2002,rural,176,272,summer,1,1,0
41,male,59609,master,6,swimming,1464,rural,250,286,spring,1,1,0
66,non-binary,76850,master,7,skiing,3080,urban,180,97,fall,1,1,0
38,male,58018,master,4,swimming,2193,urban,147,285,spring,0,0,0
29,male,66944,master,5,hiking,2049,suburban,103,4,winter,1,1,0
59,non-binary,25477,high school,8,swimming,1857,suburban,224,155,spring,1,0,0
49,male,51398,master,8,swimming,3464,urban,150,187,fall,0,0,0
59,male,98533,doctorate,0,sunbathing,789,urban,85,280,spring,1,0,0
55,non-binary,96045,doctorate,0,swimming,3072,urban,73,92,spring,0,0,0
32,male,44941,bachelor,6,hiking,556,urban,271,147,winter,0,1,0
45,male,117460,bachelor,0,skiing,829,suburban,247,118,spring,1,1,0
58,male,65600,master,4,skiing,3442,rural,123,159,winter,1,0,1
47,female,46770,doctorate,6,skiing,4467,urban,247,297,summer,0,1,1
53,non-binary,115279,master,5,hiking,2517,urban,294,48,fall,1,0,0
68,male,62059,bachelor,4,sunbathing,3348,rural,117,92,spring,0,0,0
20,male,97507,bachelor,7,sunbathing,4956,rural,15,23,fall,0,0,0
53,female,95359,high school,9,sunbathing,3462,suburban,125,38,summer,0,0,0
23,non-binary,76348,master,4,hiking,4621,urban,95,180,winter,1,0,1
53,female,93998,master,0,swimming,2208,rural,45,292,winter,1,0,0
21,male,69680,bachelor,7,swimming,511,urban,161,87,summer,0,0,0
37,male,38316,doctorate,6,skiing,2863,suburban,47,106,fall,0,0,1
51,non-binary,82647,high school,0,sunbathing,1429,urban,224,155,fall,0,1,0
40,non-binary,40298,master,6,swimming,3133,suburban,12,270,winter,0,0,0
45,male,66763,high school,5,sunbathing,4753,urban,255,159,summer,1,0,0
25,male,75849,bachelor,2,hiking,2376,rural,94,24,spring,0,1,0
53,female,60222,bachelor,0,skiing,2302,rural,197,228,spring,1,0,1
33,male,40553,doctorate,0,hiking,1697,suburban,277,229,spring,0,1,0
51,female,92247,high school,1,swimming,3947,urban,53,259,fall,1,1,0
47,non-binary,92842,high school,4,hiking,2245,rural,288,196,spring,1,1,0
18,non-binary,93473,bachelor,8,hiking,4467,rural,128,38,winter,1,1,0
65,male,119131,bachelor,4,swimming,1950,suburban,178,5,spring,1,1,0
59,female,41325,doctorate,2,hiking,4049,rural,239,91,summer,1,1,0
42,male,74798,doctorate,7,sunbathing,1320,urban,113,215,fall,0,1,0
68,female,79028,bachelor,7,sunbathing,2055,urban,195,220,summer,1,1,0
68,non-binary,71816,master,1,swimming,3956,rural,47,174,winter,1,1,0
41,male,90360,bachelor,1,hiking,3497,rural,288,180,spring,0,1,0
32,non-binary,84360,bachelor,5,skiing,3032,urban,72,159,fall,0,0,1
24,female,77091,master,5,hiking,1804,urban,68,79,winter,0,1,1
57,female,77052,doctorate,9,sunbathing,2068,rural,71,246,fall,0,0,0
69,non-binary,107302,bachelor,7,swimming,1165,urban,82,53,fall,0,0,0
67,male,65516,high school,9,hiking,2035,suburban,165,275,summer,1,0,1
48,male,36596,bachelor,8,sunbathing,4107,suburban,61,52,fall,1,1,0
34,female,80304,master,3,sunbathing,1166,suburban,65,175,winter,0,1,0
33,female,115954,high school,8,hiking,2211,suburban,14,226,winter,1,1,1
63,female,24814,master,5,skiing,4607,suburban,53,261,winter,1,1,1
37,non-binary,40717,high school,3,swimming,2364,suburban,3,34,fall,0,1,0
48,female,31621,master,1,hiking,1719,suburban,96,294,summer,1,0,1
61,non-binary,76941,doctorate,4,skiing,3550,rural,256,131,fall,0,1,0
44,male,111213,bachelor,1,swimming,3180,suburban,90,18,summer,1,0,0
53,non-binary,35500,bachelor,6,skiing,4956,suburban,202,298,winter,1,0,1
51,male,118050,doctorate,9,sunbathing,4836,urban,0,70,winter,1,1,0
33,male,35812,doctorate,3,hiking,2433,urban,23,215,fall,0,1,1
19,non-binary,105344,high school,8,hiking,4736,urban,218,258,winter,0,1,1
37,male,80658,master,9,sunbathing,3650,rural,75,111,spring,0,0,0
40,non-binary,119341,doctorate,5,sunbathing,3013,suburban,217,160,spring,0,0,0
57,male,68024,bachelor,4,hiking,1478,suburban,234,82,winter,1,0,0
49,non-binary,80040,high school,8,swimming,4925,urban,152,64,winter,0,0,0
38,female,79118,master,9,swimming,2510,rural,109,258,winter,1,0,0
33,non-binary,119235,doctorate,7,hiking,1563,suburban,103,179,fall,1,0,1
24,male,71022,bachelor,3,swimming,2276,urban,104,145,spring,0,0,0
52,male,71408,doctorate,6,sunbathing,3428,urban,208,88,summer,1,1,0
44,non-binary,56725,doctorate,6,sunbathing,3228,rural,20,234,spring,0,1,0
44,female,32250,doctorate,6,hiking,4957,rural,56,48,fall,0,0,0
34,female,103745,bachelor,9,sunbathing,865,urban,10,244,fall,0,0,0
61,female,59574,master,1,swimming,2611,suburban,127,299,spring,0,0,0
51,female,25744,bachelor,4,sunbathing,4600,suburban,256,219,winter,1,0,0
30,non-binary,81462,doctorate,3,hiking,1469,suburban,280,115,summer,0,0,0
38,male,78217,doctorate,0,hiking,3732,suburban,151,271,fall,1,1,1
53,female,58332,doctorate,5,swimming,4201,urban,180,41,winter,1,1,0
24,male,24975,doctorate,0,swimming,1935,urban,260,99,summer,1,1,0
34,non-binary,92890,high school,8,hiking,4382,suburban,251,191,summer,1,1,0
59,non-binary,115304,master,4,swimming,3659,urban,2,279,winter,0,0,0
39,male,29926,bachelor,7,sunbathing,695,rural,100,119,summer,0,0,0
42,non-binary,99993,bachelor,1,swimming,3334,urban,171,276,spring,0,1,0
19,male,91443,master,9,sunbathing,1668,suburban,113,236,summer,0,1,0
29,female,99453,high school,7,skiing,4026,urban,160,191,spring,1,1,1
27,female,56378,doctorate,6,sunbathing,1838,rural,225,168,fall,1,0,0
62,male,21805,master,8,hiking,3745,rural,165,165,summer,0,0,0
46,male,68783,master,4,hiking,2602,urban,51,31,fall,0,0,0
55,non-binary,102735,high school,9,hiking,4897,rural,169,240,spring,1,1,1
36,male,116076,master,1,sunbathing,991,urban,96,16,winter,0,0,0
47,non-binary,118370,doctorate,4,sunbathing,1378,urban,109,146,summer,1,1,0
34,female,54529,bachelor,0,sunbathing,1591,rural,52,229,spring,1,1,0
69,non-binary,69293,doctorate,9,sunbathing,3006,rural,70,67,summer,0,0,0
30,male,28294,doctorate,8,hiking,3927,urban,196,191,fall,0,1,0
48,male,55128,high school,9,swimming,606,suburban,95,246,summer,1,0,0
24,male,77714,high school,9,hiking,1196,suburban,253,74,summer,1,1,0
55,male,88266,master,7,hiking,3805,rural,191,103,spring,0,0,0
27,male,42220,master,0,skiing,2960,suburban,138,159,winter,0,0,1
67,female,91865,master,5,hiking,1985,rural,173,257,summer,1,1,1
68,male,20618,bachelor,2,sunbathing,976,urban,297,45,spring,0,0,0
48,female,49364,high school,1,swimming,3093,urban,183,35,spring,1,0,0
65,male,89409,doctorate,1,hiking,1089,suburban,202,185,spring,0,0,0
65,non-binary,95627,bachelor,4,sunbathing,1985,suburban,98,201,fall,1,1,0
28,non-binary,33284,master,7,sunbathing,2481,rural,207,53,spring,1,1,0
23,female,56620,doctorate,4,skiing,1234,urban,20,225,winter,0,0,1
53,female,102699,doctorate,8,hiking,1167,urban,3,246,summer,1,0,1
41,non-binary,79791,high school,3,skiing,782,suburban,171,10,summer,1,0,0
24,non-binary,108327,master,8,skiing,4424,urban,184,149,spring,1,0,0
36,male,60850,doctorate,4,swimming,3985,rural,163,242,fall,1,0,0
56,female,81063,master,9,skiing,2609,urban,119,284,winter,0,0,1
35,female,95550,high school,6,skiing,1191,urban,236,142,fall,0,1,0
41,non-binary,112137,doctorate,4,skiing,3206,suburban,21,61,winter,1,1,1
34,male,99428,master,3,hiking,4194,urban,180,55,summer,0,0,0
53,male,22185,master,5,hiking,1427,urban,257,141,winter,1,1,0
28,female,82185,high school,4,hiking,3489,rural,133,244,winter,1,0,1
61,male,58796,master,1,hiking,1642,urban,211,39,spring,1,1,0
55,female,56217,bachelor,8,skiing,1829,rural,156,250,fall,0,1,1
56,male,79636,high school,9,hiking,4406,rural,95,18,winter,1,0,0
68,female,54874,high school,7,swimming,4078,suburban,296,271,summer,0,1,0
62,female,32101,bachelor,1,skiing,1082,urban,20,169,fall,0,0,1
46,male,23755,master,9,skiing,3704,suburban,20,298,winter,1,1,1
32,female,54563,doctorate,6,hiking,1437,suburban,27,99,spring,1,1,1
36,female,96290,bachelor,0,skiing,4001,suburban,178,46,spring,0,1,0
37,non-binary,106683,doctorate,8,skiing,4979,rural,108,54,winter,1,1,0
65,male,112480,master,9,hiking,1707,rural,188,182,fall,0,0,0
21,male,77852,doctorate,7,skiing,1042,suburban,14,229,winter,0,1,1
62,female,54486,high school,4,hiking,2878,urban,183,9,summer,0,1,0
53,non-binary,59452,bachelor,4,hiking,3510,urban,179,116,spring,0,0,0
67,male,105790,doctorate,2,skiing,4771,urban,282,58,spring,1,0,0
24,non-binary,67836,high school,3,skiing,995,suburban,161,93,winter,1,1,0
43,female,73900,high school,3,skiing,3051,urban,211,197,winter,0,0,0
61,non-binary,89574,bachelor,2,skiing,3779,urban,180,77,fall,1,1,0
29,female,81437,doctorate,4,hiking,1561,rural,62,215,summer,1,1,1
64,male,54701,high school,2,swimming,4016,rural,8,85,summer,1,1,0
34,male,119590,high school,4,hiking,1937,urban,246,184,winter,0,0,0
51,non-binary,59558,master,1,hiking,3263,suburban,277,139,spring,1,0,0
56,male,31660,high school,4,swimming,1901,suburban,72,143,summer,1,1,0
43,female,100046,master,6,skiing,1803,suburban,276,101,fall,1,0,0
21,male,57807,master,9,hiking,1349,rural,10,266,summer,0,1,1
42,non-binary,112267,master,3,sunbathing,2147,suburban,260,233,winter,1,1,0
31,male,60145,high school,7,sunbathing,736,urban,197,62,summer,1,0,0
29,female,46824,master,1,sunbathing,1677,suburban,129,53,fall,1,1,0
26,female,39506,master,5,sunbathing,4750,suburban,143,144,winter,0,0,0
37,female,108715,master,5,skiing,2307,rural,212,3,spring,1,0,0
42,non-binary,42497,high school,0,skiing,1640,rural,230,263,fall,0,0,1
53,male,60377,master,1,skiing,2714,suburban,154,297,spring,1,1,1
57,female,108231,master,0,sunbathing,4614,urban,216,190,winter,0,1,0
45,male,63395,high school,0,skiing,4020,suburban,143,108,spring,0,1,0
63,female,57342,master,6,sunbathing,2540,urban,76,0,summer,1,0,0
51,non-binary,46335,master,6,sunbathing,3197,suburban,171,293,winter,1,0,0
28,female,49011,master,3,sunbathing,4951,rural,29,17,summer,1,0,0
33,non-binary,53583,high school,6,skiing,3647,suburban,212,121,spring,0,0,0
61,female,69899,master,2,skiing,2752,urban,172,295,fall,0,1,1
66,female,107953,bachelor,9,swimming,2339,suburban,90,140,fall,1,0,0
46,female,92684,master,5,skiing,4380,urban,249,176,fall,0,1,0
18,female,76283,master,8,sunbathing,1703,urban,52,60,winter,1,0,0
43,female,25284,bachelor,4,hiking,3335,rural,123,0,fall,1,0,0
50,female,109071,bachelor,9,swimming,740,rural,203,229,fall,0,1,0
65,male,87982,bachelor,8,skiing,4293,rural,235,235,summer,0,0,0
64,non-binary,60031,high school,3,swimming,3326,suburban,17,144,spring,0,1,0
44,male,85792,bachelor,3,hiking,3831,suburban,188,191,summer,1,0,1
24,male,58570,bachelor,6,sunbathing,2955,rural,217,194,winter,0,0,0
42,non-binary,117294,high school,0,hiking,4602,rural,4,11,winter,0,0,1
36,male,92554,high school,0,skiing,3827,rural,279,31,fall,1,0,0
35,female,107518,doctorate,0,skiing,4490,rural,4,12,winter,0,1,1
46,female,82041,doctorate,5,sunbathing,2899,urban,60,250,spring,1,1,0
68,male,66456,high school,8,hiking,1860,urban,120,12,fall,1,0,0
27,non-binary,93906,master,3,sunbathing,3391,suburban,87,194,winter,1,0,0
39,male,35552,master,9,swimming,3768,rural,187,297,fall,0,0,0
42,female,72869,master,9,sunbathing,1526,urban,161,237,spring,1,1,0
50,female,87693,bachelor,6,swimming,570,urban,253,44,spring,1,0,0
22,non-binary,70536,bachelor,2,hiking,4358,suburban,169,132,spring,1,1,0
20,female,68423,master,2,swimming,3117,rural,65,7,winter,1,0,0
52,male,49023,doctorate,6,sunbathing,3524,urban,239,266,fall,1,1,0
19,non-binary,52839,master,4,skiing,4457,rural,62,72,summer,0,0,1
53,non-binary,27604,high school,4,hiking,4532,rural,248,46,fall,1,1,0
51,male,96643,bachelor,3,swimming,3607,urban,12,84,fall,1,1,0
39,male,80251,master,5,swimming,3074,urban,131,42,winter,0,1,0
60,non-binary,46350,bachelor,9,swimming,2721,suburban,224,278,fall,0,1,0
29,non-binary,37961,bachelor,6,sunbathing,3175,suburban,250,131,fall,0,0,0
42,male,65085,master,7,swimming,3014,urban,252,104,fall,1,0,0
30,non-binary,78704,master,5,skiing,2572,urban,0,51,winter,1,0,1
55,male,55784,doctorate,8,skiing,4899,suburban,240,63,winter,0,1,0
31,female,80756,high school,0,sunbathing,2734,rural,204,253,summer,1,0,0
40,female,62005,master,1,sunbathing,4659,suburban,82,18,winter,1,0,0
24,female,64815,high school,5,sunbathing,2953,suburban,41,10,winter,1,1,0
67,non-binary,111222,high school,5,swimming,2627,urban,69,258,winter,1,0,0
62,male,56628,high school,1,sunbathing,3670,suburban,17,207,summer,0,1,0
33,female,60121,master,9,hiking,4365,suburban,151,213,fall,0,1,1
41,non-binary,55901,doctorate,5,sunbathing,3513,suburban,10,43,winter,0,0,0
35,non-binary,113854,master,2,swimming,4041,rural,222,137,fall,0,1,0
69,female,27593,doctorate,3,hiking,3153,urban,72,221,spring,0,1,1
31,female,68411,high school,9,sunbathing,2966,rural,15,295,spring,1,0,0
36,female,57428,high school,2,skiing,700,suburban,128,290,winter,0,1,1
54,female,64964,high school,8,sunbathing,3391,urban,19,178,fall,1,0,0
48,non-binary,75841,master,8,sunbathing,2209,urban,185,254,summer,0,0,0
56,non-binary,69693,bachelor,0,swimming,4666,rural,171,201,winter,0,1,0
24,female,88554,master,6,swimming,4039,suburban,57,99,summer,0,0,0
50,male,52096,high school,5,swimming,2549,rural,283,61,summer,0,0,0
40,non-binary,67412,bachelor,6,skiing,2983,rural,231,10,winter,0,0,0
54,non-binary,76602,master,6,sunbathing,4806,rural,122,294,summer,0,1,0
22,female,77596,doctorate,9,sunbathing,2041,rural,130,25,summer,1,1,0
60,non-binary,113007,bachelor,5,swimming,4909,urban,121,26,spring,1,1,0
44,male,29964,doctorate,6,skiing,973,rural,51,207,winter,1,1,1
51,non-binary,99278,master,0,skiing,1580,suburban,218,172,spring,0,0,0
21,female,82616,bachelor,9,swimming,1340,suburban,174,114,winter,0,1,0
65,non-binary,88520,master,7,skiing,3734,urban,194,267,summer,0,0,1
66,non-binary,96022,bachelor,7,swimming,3684,urban,229,126,winter,0,0,0
55,male,96717,bachelor,8,hiking,1001,suburban,47,79,spring,1,0,1
44,male,38916,high school,8,hiking,3542,rural,14,114,fall,1,0,1
33,male,109168,high school,8,skiing,1880,suburban,113,93,summer,1,1,0
69,female,53442,doctorate,3,sunbathing,4364,urban,167,12,summer,1,1,0
69,female,43053,high school,8,swimming,3684,rural,225,299,fall,0,1,0
63,male,60884,bachelor,5,sunbathing,3472,rural,24,240,summer,1,1,0
49,male,109503,doctorate,8,sunbathing,1016,urban,206,270,spring,0,1,0
40,male,81071,master,4,sunbathing,4940,suburban,251,153,fall,0,1,0
44,male,34862,doctorate,3,sunbathing,4045,rural,251,157,winter,1,0,0
39,non-binary,35846,high school,5,hiking,4936,suburban,155,193,fall,1,1,1
40,male,21759,master,7,swimming,2136,urban,53,290,fall,0,0,0
65,non-binary,24102,bachelor,7,sunbathing,1603,rural,79,22,spring,1,1,0
63,female,91651,master,2,skiing,2885,rural,298,184,spring,1,0,0
42,female,35874,master,9,sunbathing,4509,suburban,116,296,fall,1,1,0
56,male,76223,bachelor,3,swimming,4736,suburban,8,188,spring,0,1,0
51,non-binary,80012,master,3,hiking,2178,urban,215,88,summer,1,0,0
52,male,74967,master,4,sunbathing,999,suburban,4,151,summer,0,0,0
42,non-binary,88339,master,0,swimming,1847,rural,98,208,winter,0,0,0
50,female,56760,doctorate,6,skiing,729,rural,180,77,fall,1,1,0
64,male,66841,high school,1,hiking,2728,rural,55,28,spring,0,0,0
44,male,29727,high school,8,swimming,2406,rural,29,194,summer,0,0,0
38,male,98427,doctorate,1,hiking,4968,suburban,84,49,fall,0,0,0
36,female,115224,bachelor,1,sunbathing,4645,rural,147,177,summer,1,1,0
21,male,87605,bachelor,3,sunbathing,3898,suburban,8,204,spring,0,1,0
46,male,92226,bachelor,8,sunbathing,1084,urban,33,186,fall,1,1,0
26,non-binary,23820,high school,3,skiing,910,urban,59,141,summer,1,1,1
55,female,34261,master,7,hiking,4026,urban,278,70,spring,1,1,0
21,non-binary,82363,high school,6,hiking,3730,urban,249,165,winter,1,0,0
56,non-binary,28399,master,9,hiking,2355,urban,186,209,winter,0,1,1
25,non-binary,32884,doctorate,4,hiking,4094,suburban,73,268,winter,1,1,1
33,female,86280,doctorate,8,hiking,2285,urban,258,46,summer,0,0,0
57,female,21348,doctorate,2,sunbathing,961,rural,80,181,summer,1,1,0
40,female,110919,master,0,skiing,4998,urban,183,78,fall,1,0,0
32,non-binary,67240,bachelor,3,skiing,3909,suburban,266,104,summer,0,0,0
23,non-binary,67750,master,2,hiking,3158,urban,146,81,spring,0,1,0
49,non-binary,115229,bachelor,8,sunbathing,4265,urban,105,53,summer,0,0,0
19,male,71947,doctorate,9,swimming,1563,urban,36,141,fall,0,0,0
37,non-binary,38919,master,8,hiking,3027,rural,147,245,fall,0,1,1
62,non-binary,34890,high school,1,sunbathing,1946,urban,267,136,fall,0,0,0
49,female,114087,master,8,hiking,3475,rural,213,1,spring,1,1,0
42,non-binary,75730,bachelor,2,swimming,2497,suburban,123,66,winter,1,1,0
43,female,100031,high school,1,sunbathing,1658,suburban,46,198,fall,1,1,0
54,non-binary,20910,master,7,hiking,2671,urban,268,262,fall,1,0,0
50,male,113546,bachelor,1,sunbathing,3604,rural,213,259,summer,0,1,0
62,male,29902,doctorate,2,skiing,1916,suburban,192,118,fall,0,1,0
50,female,68751,doctorate,8,hiking,1409,suburban,101,253,fall,1,0,1
40,male,113918,master,5,swimming,1452,suburban,175,240,spring,1,1,0
29,male,29928,doctorate,7,sunbathing,1239,suburban,62,13,fall,0,0,0
57,female,119462,doctorate,7,swimming,3872,suburban,267,121,summer,1,1,0
48,male,53441,bachelor,4,sunbathing,2342,urban,279,197,summer,1,1,0
69,female,35104,high school,1,swimming,1573,urban,30,36,winter,1,0,0
27,non-binary,74023,high school,0,sunbathing,3840,rural,216,63,fall,0,0,0
18,female,58402,bachelor,4,hiking,1314,suburban,15,78,summer,0,1,1
57,non-binary,88042,bachelor,8,sunbathing,1207,urban,28,90,summer,1,0,0
27,female,48091,master,7,skiing,4468,urban,100,155,winter,1,1,1
57,female,24789,doctorate,7,sunbathing,3271,suburban,41,151,winter,0,0,0
20,female,35326,master,3,sunbathing,1955,suburban,255,46,spring,0,1,0
26,female,87004,master,4,swimming,4937,urban,277,171,spring,1,0,0
18,female,50080,master,5,skiing,3618,urban,236,217,summer,1,1,0
65,female,115556,doctorate,9,skiing,1028,rural,287,139,summer,1,0,0
31,non-binary,80389,master,4,sunbathing,1688,suburban,19,41,winter,1,1,0
33,male,80442,bachelor,0,hiking,2301,urban,93,127,summer,1,1,1
21,non-binary,80776,high school,2,skiing,3000,rural,281,202,spring,0,0,0
35,non-binary,93165,bachelor,6,swimming,2380,rural,10,161,summer,0,0,0
49,non-binary,73404,master,6,sunbathing,4439,urban,281,232,summer,1,1,0
48,female,105488,bachelor,6,sunbathing,1892,suburban,215,73,winter,0,0,0
51,non-binary,34158,master,5,hiking,1159,rural,149,172,winter,0,1,1
50,male,97045,doctorate,6,hiking,2841,urban,51,237,winter,0,0,1
38,male,31216,doctorate,3,hiking,4049,rural,104,90,spring,1,1,0
50,male,103964,high school,2,sunbathing,713,suburban,83,282,winter,1,1,0
36,male,75610,bachelor,9,skiing,2478,suburban,291,232,fall,0,1,0
21,female,102958,bachelor,8,skiing,4272,rural,104,63,fall,1,0,0
38,female,85482,doctorate,6,sunbathing,4216,rural,241,11,winter,1,0,0
54,non-binary,94669,doctorate,7,skiing,4522,suburban,266,230,winter,0,0,0
52,non-binary,46829,high school,5,swimming,3750,urban,17,121,summer,1,0,0
25,female,118860,bachelor,0,sunbathing,1208,urban,261,136,summer,0,0,0
54,female,60328,bachelor,1,sunbathing,1221,suburban,127,263,winter,1,0,0
58,non-binary,77122,high school,4,sunbathing,4005,rural,140,179,winter,0,0,0
47,female,101178,doctorate,8,swimming,2425,suburban,88,15,spring,0,1,0
19,non-binary,119134,bachelor,3,sunbathing,4769,urban,188,293,spring,0,1,0
37,male,22749,bachelor,4,sunbathing,3543,urban,180,113,fall,1,0,0
50,male,94751,master,7,sunbathing,553,suburban,55,56,spring,1,1,0
62,non-binary,106271,doctorate,8,swimming,1001,rural,115,39,fall,1,0,0
57,non-binary,108951,master,3,hiking,3669,suburban,220,9,fall,1,1,0
57,male,55495,high school,2,swimming,4299,suburban,56,106,winter,0,1,0
46,female,104840,bachelor,5,hiking,2084,urban,168,101,winter,0,1,0
